,row_index,web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,compound_nouns,aspect_keywords,competition,competition_comp_nouns,competition_aspects,Review
0,0,1583824218-66,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Noting Special,Reviewed in India on 1 December 2018,Ok Product.,3.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,[],[],[],[],[],Noting Special. Ok Product.
1,1,1583824254-222,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Priyesh singh,Review,Reviewed in India on 11 May 2019,Good,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,[],[],[],[],[],Review. Good
2,2,1583824250-206,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Naseer,"Indian brand keeping to its name, best for me!",Reviewed in India on 6 March 2019,I have been using this for a year now and hairfall has gradually improved.  This is a big bottle and will last you for a LONG time for a single user. This is an Indian brand and manufacturer and I love the quality.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,[],"['single user', 'Indian brand', 'big bottle', 'gradually improved', 'LONG time']",[],[],[],"Indian brand keeping to its name, best for me!. I have been using this for a year now and hairfall has gradually improved.  This is a big bottle and will last you for a LONG time for a single user. This is an Indian brand and manufacturer and I love the quality."
3,3,1583824204-6,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sonal,Satisfied,Reviewed in India on 23 October 2019,"Bought it for INR 152 during the Amazon sale, and it's worth every paisa I spent on it. The scent is exotic, the shampoo lathers easily and it leaves my hair so soft and silky that I don't need to use a conditioner afterward.

Note: I have naturally straight hair and an oily scalp. Results will differ from hair type to hair type.",5.0 out of 5 stars,,,"[('Amazon sale', 'sale'), ('hair type', 'type'), ('hair type', 'type')]","['naturally straight hair', 'use afterward', 'straight hair', 'oily scalp', ""n't need"", 'lathers easily']",[],[],[],"Satisfied. Bought it for INR 152 during the Amazon sale, and it's worth every paisa I spent on it. The scent is exotic, the shampoo lathers easily and it leaves my hair so soft and silky that I don't need to use a conditioner afterward.

Note: I have naturally straight hair and an oily scalp. Results will differ from hair type to hair type."
4,4,1583824234-138,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Virpalsinh raulji,Damaged,Reviewed in India on 25 January 2020,Unexpectedlly... One bottle is damaged,3.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,[],[],[],[],[],Damaged. Unexpectedlly... One bottle is damaged
5,5,1583824250-203,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Hemanta Kumar,Not entirely ayurvedic though.....,Reviewed in India on 3 January 2019,"All these so called ayurvedic shampoos have all the chemicals in the book. Then why call it ayurvedic? Himalaya , Patanjali and Nyle all are one and the same dubious.",3.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,[],"['Then call', 'ayurvedic shampoos']",[],[],[],"Not entirely ayurvedic though...... All these so called ayurvedic shampoos have all the chemicals in the book. Then why call it ayurvedic? Himalaya , Patanjali and Nyle all are one and the same dubious."
6,6,1583824228-109,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Himanshu Bhalodiya,good for hair loss..,Reviewed in India on 4 December 2018,it's good for hair loss.,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,"[('hair loss', 'loss')]",[],[],[],[],good for hair loss... it's good for hair loss.
7,7,1583824243-177,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,sunita rajput,Nice product it really works,Reviewed in India on 15 March 2017,Nice product it really works.I have tried so many shampoos but always disappointed .then I tried it it really works .and its fragrance is also too good.and packing is also good .,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,[],"['really works', 'many shampoos', 'Nice product', 'then tried']",[],[],[],Nice product it really works. Nice product it really works.I have tried so many shampoos but always disappointed .then I tried it it really works .and its fragrance is also too good.and packing is also good .
8,8,1583824257-240,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,NAGAL MOHAMMED RIZWAN,NYLE,Reviewed in India on 9 June 2019,GOOD,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,[],[],[],[],[],NYLE. GOOD
9,9,1583824257-232,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,HR,Good,Reviewed in India on 5 January 2019,Good,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,[],[],[],[],[],Good. Good
10,10,1583824239-152,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,manas ranjan puhan,Five Stars,Reviewed in India on 25 June 2018,good product,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,[],['good product'],[],[],[],Five Stars. good product
11,11,1583824218-69,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Good product,Reviewed in India on 5 November 2018,Best deal,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,[],['Best deal'],[],[],[],Good product. Best deal
12,12,1583824225-91,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,KS Naidu,Shampoo leaked,Reviewed in India on 30 August 2018,Good.  But did not pack it properly..  Shampoo leaked in the package..,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,[],"['not pack', 'pack properly']",[],[],[],Shampoo leaked. Good.  But did not pack it properly..  Shampoo leaked in the package..
13,13,1583824225-99,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amrita Midha,Five Stars,Reviewed in India on 22 November 2018,I always liked Nyle,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,[],['always liked'],[],[],[],Five Stars. I always liked Nyle
14,14,1583824211-39,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jagmeet Kohli,Don't use this product hair fall start after use,Reviewed in India on 26 December 2019,Not like,2.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,[],[],[],[],[],Don't use this product hair fall start after use. Not like
15,15,1583824245-185,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rekha Mishra,Very good shampoo for dry frizzy hair,Reviewed in India on 16 May 2018,"It makes hair very smooth and soft, silky.. Dont know about hair fall control because I used this for 2-3 washes... Wil update later..",5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,"[('fall control', 'control')]",[],[],[],[],"Very good shampoo for dry frizzy hair. It makes hair very smooth and soft, silky.. Dont know about hair fall control because I used this for 2-3 washes... Wil update later.."
16,16,1583824225-100,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Hadeel mitha,Amazing packaging and quality,Reviewed in India on 24 February 2020,"The best shampoo in all nyle shampoos.
I buy this 6 times",5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,[],['best shampoo'],[],[],[],"Amazing packaging and quality. The best shampoo in all nyle shampoos.
I buy this 6 times"
17,17,1583824204-9,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jahangeer Alam,For Dry Scalp!,Reviewed in India on 18 September 2019,As of now i'm utilizing it....it makes your hair smooth and delicate. My hair is sleek so it makes my hair useful for 2/3 days. So in the event that anybody have dry hair they can utilize it...as it can make your hair smooth and delicate for couple of days.,4.0 out of 5 stars,,,[],"['So utilize', 'dry hair']",[],[],[],For Dry Scalp!. As of now i'm utilizing it....it makes your hair smooth and delicate. My hair is sleek so it makes my hair useful for 2/3 days. So in the event that anybody have dry hair they can utilize it...as it can make your hair smooth and delicate for couple of days.
18,18,1583824241-167,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Awesome,Reviewed in India on 17 October 2018,Really worked well for me...,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,[],"['Really worked', 'worked well']",[],[],[],Awesome. Really worked well for me...
19,19,1583824250-205,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Dr K Karthikeyan,little things cost dearly,Reviewed in India on 10 March 2017,The packing was not at all good. The bottle was not sealed and as a result shampoo was found ooing out of the bottle and inside of the parcel was slippery and wet. Almost 15 to 20 ml of shampoo was lost. Just a cellophane tap over the cap would have prevented this. 1 star was given as it's not possible to give below that.,1.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,"[('result shampoo', 'shampoo'), ('cellophane tap', 'tap')]","['not sealed', 'was all']",[],[],[],little things cost dearly. The packing was not at all good. The bottle was not sealed and as a result shampoo was found ooing out of the bottle and inside of the parcel was slippery and wet. Almost 15 to 20 ml of shampoo was lost. Just a cellophane tap over the cap would have prevented this. 1 star was given as it's not possible to give below that.
20,20,1583824259-242,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,[],[],[],[],[],
21,21,1583824252-211,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,S. SENGUPTA,Very Good.,Reviewed in India on 25 October 2019,Very nice shampoo at a super deal.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,[],"['Very nice shampoo', 'super deal', 'nice shampoo']",[],[],[],Very Good.. Very nice shampoo at a super deal.
22,22,1583824241-165,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Neileshwar,Helps,Reviewed in India on 13 July 2018,Reduces hairfall after 3-4 washes,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,[],[],[],[],[],Helps. Reduces hairfall after 3-4 washes
23,23,1583824230-112,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Dhruv_Bhatt_007,Great Product !!,Reviewed in India on 29 June 2019,Great shampoo.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,[],['Great shampoo'],[],[],[],Great Product !!. Great shampoo.
24,24,1583824208-25,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,vickyindu,Five Stars,Reviewed in India on 18 April 2017,Great product.. Leaves my hair tangle free and soft... Very satisfied,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,[],['Great product'],[],[],[],Five Stars. Great product.. Leaves my hair tangle free and soft... Very satisfied
25,25,1583824232-124,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Hatsha,Nice,Reviewed in India on 8 November 2019,Nice,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,[],[],[],[],[],Nice. Nice
26,26,1583824236-146,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rajkumar,Very good,Reviewed in India on 9 October 2019,Good product in great value,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,[],"['Good product', 'great value']",[],[],[],Very good. Good product in great value
27,27,1583824247-194,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Paresh Parmar,Okok,Reviewed in India on 3 March 2020,It just okok,3.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,[],[],[],[],[],Okok. It just okok
28,28,1583824208-22,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Raza,Best of one,Reviewed in India on 27 October 2019,I used last den years I m completely setisfied,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,"[('den years', 'years')]","['completely setisfied', 'last den years']",[],[],[],Best of one. I used last den years I m completely setisfied
29,29,1583824215-51,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Aditya,Nice fragnace n clearing foam,Reviewed in India on 13 February 2019,Good for hairwash,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,[],[],[],[],[],Nice fragnace n clearing foam. Good for hairwash
30,30,1583824236-145,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Aashvi Pratap Singh,Nice,Reviewed in India on 25 July 2019,Nice,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,[],[],[],[],[],Nice. Nice
31,31,1583824215-55,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Nandhini,Waste of money,Reviewed in India on 22 January 2020,After using this shampoo i got lot of dandruff. Don't buy this product. Hair fall also not reduced .,1.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,[],"['not reduced', ""n't buy""]",[],[],[],Waste of money. After using this shampoo i got lot of dandruff. Don't buy this product. Hair fall also not reduced .
32,32,1583824206-11,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,The bottle was smelling bad and slippery & wet when arrived,Reviewed in India on 15 March 2017,"Bottle was not sealed well and it was leaking. The bottle was smelling bad and slippery & wet when arrived.
1/4th of the product got wasted due to the leakage.",1.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,[],"['not sealed', 'sealed well']",[],[],[],"The bottle was smelling bad and slippery & wet when arrived. Bottle was not sealed well and it was leaking. The bottle was smelling bad and slippery & wet when arrived.
1/4th of the product got wasted due to the leakage."
33,33,1583824206-18,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Priyanka,Good product from nyle overall..,Reviewed in India on 27 July 2019,It really moisturizes hair and smoothens without use of conditioner... Hair fall control power is yet to be seen.. i have barely used once... Will write after using for several times,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,"[('fall power', 'power'), ('control power', 'power')]","['several times', 'is yet', 'barely used', 'really moisturizes', 'used once']",[],[],[],Good product from nyle overall... It really moisturizes hair and smoothens without use of conditioner... Hair fall control power is yet to be seen.. i have barely used once... Will write after using for several times
34,34,1583824230-114,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Saleha Lakdawala,Nyle shampoo,Reviewed in India on 7 November 2018,Good product..softens hair,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,[],['Good product'],[],[],[],Nyle shampoo. Good product..softens hair
35,35,1583824230-120,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Naveen,Nice offer... Quite happy,Reviewed in India on 21 July 2018,Great deal,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,[],['Great deal'],[],[],[],Nice offer... Quite happy. Great deal
36,36,1583824234-135,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Karishma,Doesnot suit me,Reviewed in India on 12 January 2019,My hair fall started even more.,2.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,"[('hair fall', 'fall')]",[],[],[],[],Doesnot suit me. My hair fall started even more.
37,37,1583824254-221,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,ferdin,Awesome,Reviewed in India on 17 August 2018,We purchased since 3 shampoos with nyle. I suggestions it's good,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,[],[],[],[],[],Awesome. We purchased since 3 shampoos with nyle. I suggestions it's good
38,38,1583824218-67,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,sachin tiwari,Good,Reviewed in India on 31 October 2019,Good,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,[],[],[],[],[],Good. Good
39,39,1583824211-32,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Usha,Helpless,Reviewed in India on 26 January 2020,"When I used this product,  then i have more hair fall and I got dandruff in my hair. Don't buy  this product",1.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,[],"['more hair', 'then have', ""n't buy""]",[],[],[],"Helpless. When I used this product,  then i have more hair fall and I got dandruff in my hair. Don't buy  this product"
40,40,1583824234-136,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,M.Vijayalakshmi,OK,Reviewed in India on 5 June 2019,OK,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,[],[],[],[],[],OK. OK
