,row_index,web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,compound_nouns,aspect_keywords,competition,competition_comp_nouns,competition_aspects,Review
168,168,1583824254-230,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Worst Shampoo I have ever tried,Reviewed in India on 4 April 2019,Exactly opposite to the name,1.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,[],[],[],[],[],Worst Shampoo I have ever tried. Exactly opposite to the name
169,169,1583824228-110,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Pankaj M,Good shampoo,Reviewed in India on 23 January 2020,All time fav🤩,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,[],[],[],[],[],Good shampoo. All time fav🤩
170,170,1583824213-46,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,SaymA TabassuM,Never Recommend 😡,Reviewed in India on 12 May 2019,Not useful... And when I received product seal was damage and lots of shampoo coming out into the bottle... 😠,1.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,"[('product seal', 'seal')]",[],[],[],[],Never Recommend 😡. Not useful... And when I received product seal was damage and lots of shampoo coming out into the bottle... 😠
171,171,1583824245-184,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,AJ,Gud,Reviewed in India on 6 January 2019,"Got it in lightning deal at rs 150, worth buying.. on time delivery .. nice shampoo.. nice smell.. thank u amazon",5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,"[('lightning deal', 'deal'), ('time delivery', 'delivery')]","['nice smell', 'nice shampoo']",[],[],[],"Gud. Got it in lightning deal at rs 150, worth buying.. on time delivery .. nice shampoo.. nice smell.. thank u amazon"
172,172,1583824247-198,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,syed farhan,Good one,Reviewed in India on 26 June 2019,Good one,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,[],['Good one'],[],[],[],Good one. Good one
173,173,1583824223-90,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Keerthana,Good,Reviewed in India on 29 November 2019,Good product came safe...,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,[],['Good product'],[],[],[],Good. Good product came safe...
174,174,1583824232-130,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Nothing,Reviewed in India on 9 November 2019,Nothing,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,[],[],[],[],[],Nothing. Nothing
175,175,1583824204-7,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,sandhya Ji,Herbal and parabeen free shampoo which is good for hair.,Reviewed in India on 27 August 2018,"This is a first time, i'm using this shampoo. It's a herbal and parabeen free which is good for hair. It give smooth texture to the hair as compare to other Anti hair fall shampoo. Love it and will purchase in future as well. Good product.",4.0 out of 5 stars,,,"[('Anti hair', 'hair'), ('fall shampoo', 'shampoo')]","['smooth texture', 'first time', 'Good product', 'purchase well', 'other Anti hair']",[],[],[],"Herbal and parabeen free shampoo which is good for hair.. This is a first time, i'm using this shampoo. It's a herbal and parabeen free which is good for hair. It give smooth texture to the hair as compare to other Anti hair fall shampoo. Love it and will purchase in future as well. Good product."
176,176,1583824236-141,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Anita  pal,Good product,Reviewed in India on 10 August 2018,Product is good but the delivery service is not good at all,3.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,"[('delivery service', 'service')]",[],[],[],[],Good product. Product is good but the delivery service is not good at all
177,177,1583824243-173,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon_Customer,Five Stars,Reviewed in India on 23 March 2018,Good product..,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,[],['Good product'],[],[],[],Five Stars. Good product..
178,178,1583824241-163,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Subash kumar,Nice product.consistency was superb!,Reviewed in India on 4 March 2019,I like this product,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,[],[],[],[],[],Nice product.consistency was superb!. I like this product
179,179,1583824232-127,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,good,Reviewed in India on 21 August 2018,Good,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,[],[],[],[],[],good. Good
180,180,1583824218-65,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,PARAMHANS GUPTA,Duplicate product.,Reviewed in India on 8 September 2019,"Duplicate product .
Hair fall problem increased after use.",1.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,"[('Hair fall', 'fall'), ('fall problem', 'problem')]",[],[],[],[],"Duplicate product.. Duplicate product .
Hair fall problem increased after use."
181,181,1583824211-37,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Md Khalid,Three Stars,Reviewed in India on 21 July 2018,Good product !,3.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,[],['Good product'],[],[],[],Three Stars. Good product !
182,182,1583824236-149,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,sireesha,Good,Reviewed in India on 22 October 2019,👍,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,[],[],[],[],[],Good. 👍
183,183,1583824239-151,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Vinoth B,"Truely Anti hair fall shampoo, worth buying",Reviewed in India on 27 January 2020,value for money,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,[],[],[],[],[],"Truely Anti hair fall shampoo, worth buying. value for money"
184,184,1583824225-98,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,gnananirmals,Good,Reviewed in India on 3 November 2018,Very useful,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,[],[],[],[],[],Good. Very useful
185,185,1583824232-128,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Vasant Patel,Very good Amazon,Reviewed in India on 25 October 2019,Very good,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,[],[],[],[],[],Very good Amazon. Very good
186,186,1583824223-89,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Roushan kumar singh,Awesome,Reviewed in India on 17 December 2019,Good product,3.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,[],['Good product'],[],[],[],Awesome. Good product
187,187,1583824241-166,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Nyle,Reviewed in India on 19 October 2018,It's far better then costly shampoos,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,[],['costly shampoos'],[],[],[],Nyle. It's far better then costly shampoos
188,188,1583824230-111,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sudesh,Good,Reviewed in India on 30 July 2019,Good,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,[],[],[],[],[],Good. Good
189,189,1583824218-68,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Not good,Reviewed in India on 19 July 2018,"Product was open , and shampoo was spilling . Not good delivery",2.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,[],['good delivery'],[],[],[],"Not good. Product was open , and shampoo was spilling . Not good delivery"
190,190,1583824239-158,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,venu sadineni,Five Stars,Reviewed in India on 17 July 2017,GOOD PRODUCT,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,[],['GOOD PRODUCT'],[],[],[],Five Stars. GOOD PRODUCT
191,191,1583824250-207,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shabana Parveen,Affordable herbal shampoo 😘,Reviewed in India on 31 October 2018,After using the shampoo my hairs feel soft and silky...Very nice herbal shampoo at this low price...,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,[],"['Very nice shampoo', 'low price', 'herbal shampoo', 'nice shampoo']",[],[],[],Affordable herbal shampoo 😘. After using the shampoo my hairs feel soft and silky...Very nice herbal shampoo at this low price...
192,192,1583824204-8,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amina Khan,Made me happy again,Reviewed in India on 31 December 2019,"This shampoo is very good for dry rough hair and second thing is this made my hairfall reduce in 3 4 wash only
Before dis i probably used head & shoulder antihairfall shampoo and after using head & shoulder my hairfall is going worst ever I have seen and even I got baldness problem
But this nyle made me happy again with this I got my real shine in my hair and I feel healthier again
Thank you so much to the nyle company
Thanks alot",5.0 out of 5 stars,,,"[('shoulder antihairfall', 'antihairfall'), ('baldness problem', 'problem'), ('nyle company', 'company')]","['feel again', 'dry hair', 'real shine', 'second thing', 'ever seen', 'rough hair', 'probably used', 'wash only']",[],[],[],"Made me happy again. This shampoo is very good for dry rough hair and second thing is this made my hairfall reduce in 3 4 wash only
Before dis i probably used head & shoulder antihairfall shampoo and after using head & shoulder my hairfall is going worst ever I have seen and even I got baldness problem
But this nyle made me happy again with this I got my real shine in my hair and I feel healthier again
Thank you so much to the nyle company
Thanks alot"
193,193,1583824234-133,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Beauty B.,nice,Reviewed in India on 29 December 2019,Good,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,[],[],[],[],[],nice. Good
194,194,1583824232-121,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,W.Ibopishak S.,Four Stars,Reviewed in India on 3 September 2017,good,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,[],[],[],[],[],Four Stars. good
195,195,1583824247-200,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,pushpendra leoniya,No side effects.control hairfall,Reviewed in India on 24 August 2018,"i am use this product 5 years no side effects.
so no doubt it's good product.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,"[('side effects', 'effects')]",['good product'],[],[],[],"No side effects.control hairfall. i am use this product 5 years no side effects.
so no doubt it's good product."
196,196,1583824250-209,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,shreya chatterjee,Sailing on the nile,Reviewed in India on 31 May 2018,"Nyle is agood brand ,cost effective and useful. Like usuing this shampoo .Would purchase Nyle products again.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,"[('Nyle products', 'products')]","['agood brand', 'purchase again']",[],[],[],"Sailing on the nile. Nyle is agood brand ,cost effective and useful. Like usuing this shampoo .Would purchase Nyle products again."
197,197,1583824211-38,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,koteswararao,Good,Reviewed in India on 2 March 2020,Good,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,[],[],[],[],[],Good. Good
198,198,1583824218-70,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,s v s  trilok kumar,ok,Reviewed in India on 25 November 2019,good,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,[],[],[],[],[],ok. good
199,199,1583824218-63,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rukmini,R,Reviewed in India on 29 October 2019,Good,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,[],[],[],[],[],R. Good
200,200,1583824211-31,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kuldeep,No improvement,Reviewed in India on 12 November 2019,Not as expected. No improvement.,3.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,[],['Not expected'],[],[],[],No improvement. Not as expected. No improvement.
201,201,1583824241-168,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rampal S.,Three Stars,Reviewed in India on 22 February 2017,Nice product,3.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,[],['Nice product'],[],[],[],Three Stars. Nice product
202,202,1583824245-181,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rajiv kumar,Five Stars,Reviewed in India on 26 April 2017,Unke shampoo is gud hair wash krte hi hair is 1_1g1,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,"[('Unke shampoo', 'shampoo')]",[],[],[],[],Five Stars. Unke shampoo is gud hair wash krte hi hair is 1_1g1
203,203,1583824254-226,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Gulshan c.,Mad,Reviewed in India on 18 October 2019,To good,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,[],[],[],[],[],Mad. To good
204,204,1583824247-192,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ramesh kumar,Very nice,Reviewed in India on 14 October 2019,Nice product,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,[],['Nice product'],[],[],[],Very nice. Nice product
205,205,1583824215-58,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Tanvi Naz Begum,Good shampoo,Reviewed in India on 2 September 2018,Good shampoo for hairfall reduce.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,"[('hairfall reduce', 'reduce')]",['Good shampoo'],[],[],[],Good shampoo. Good shampoo for hairfall reduce.
206,206,1583824213-47,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,abhijeet m.,Good quality,Reviewed in India on 5 October 2019,Good quality,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,[],['Good quality'],[],[],[],Good quality. Good quality
207,207,1583824250-201,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,manas ranjan puhan,Five Stars,Reviewed in India on 25 June 2018,good product,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,[],['good product'],[],[],[],Five Stars. good product
208,208,1583824230-119,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jyoti Pise,Ok,Reviewed in India on 25 January 2020,Ok,3.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,[],[],[],[],[],Ok. Ok
209,209,1583824239-159,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Suganya,Worth to buy,Reviewed in India on 4 March 2020,Worthful,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,[],[],[],[],[],Worth to buy. Worthful
210,210,1583824213-45,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,jasmin,Thanks,Reviewed in India on 20 October 2019,Good,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,[],[],[],[],[],Thanks. Good
211,211,1583824206-16,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sathish Vendru,Nice product,Reviewed in India on 7 November 2018,Nice product... It cures hair fall and product also very less price while compair out side market even by depart price,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,"[('side market', 'market'), ('depart price', 'price')]","['less depart price', 'very less depart price', 'Nice product']",[],[],[],Nice product. Nice product... It cures hair fall and product also very less price while compair out side market even by depart price
